date,中國-上海出口集裝箱運價指數[SCFI],中國出口集裝箱運價指數(CCFI)
2018-08-17,891.8300,831.2900
2018-08-24,901.6600,840.4100
2018-08-31,939.4800,848.1600
2018-09-07,921.3600,856.0600
2018-09-14,909.7400,857.3700
2018-09-21,890.2100,851.5500
2018-09-28,870.5800,853.6100
2018-10-12,904.5100,833.6400
2018-10-19,926.2500,828.5900
2018-10-26,956.6300,829.2400
2018-11-02,976.5200,844.5900
2018-11-09,961.8800,854.3500
2018-11-16,951.5700,866.5800
2018-11-23,903.9000,859.9200
2018-11-30,890.4100,857.4500
2018-12-07,861.5500,856.3000
2018-12-14,848.6500,854.6500
2018-12-21,833.8500,841.6500
2018-12-28,910.8100,834.8600
2019-01-04,940.8600,841.7800
2019-01-11,940.0800,854.8100
2019-01-18,968.0700,871.5600
2019-01-25,945.4400,880.2500
2019-02-01,934.4400,891.3200
2019-02-15,888.2900,888.8400
2019-02-22,847.7500,878.7700
2019-03-01,803.7100,850.4700
2019-03-08,766.9200,830.4900
2019-03-15,742.1000,821.0400
2019-03-22,727.8800,813.3700
2019-03-29,793.4900,798.5200
2019-04-04,,797.1400
2019-04-05,792.2500,797.1400
2019-04-12,782.4600,799.7900
2019-04-19,761.7400,801.2800
2019-04-26,778.0000,802.2700
2019-05-10,756.8800,792.1500
2019-05-17,726.2300,804.4600
2019-05-24,723.9300,802.7200
2019-05-31,782.1200,798.3000
2019-06-06,,795.5800
2019-06-07,783.0500,795.5800
2019-06-14,779.1200,811.4400
2019-06-21,764.4600,818.8300
2019-06-28,829.7000,818.9700
2019-07-05,810.9100,815.0100
2019-07-12,817.4100,813.9900
2019-07-19,790.7700,816.3100
2019-07-26,788.9300,823.9500
2019-08-02,830.9400,822.9900
2019-08-09,822.0900,817.6400
2019-08-16,803.8200,830.1800
2019-08-23,774.6200,833.5600
2019-08-30,819.6500,833.2900
2019-09-06,795.0500,823.7500
2019-09-12,,823.8300
2019-09-13,765.7900,
2019-09-20,734.0900,818.3300
2019-09-27,722.9000,807.8400
2019-10-11,715.9700,783.1500
2019-10-18,746.6300,776.9200
2019-10-25,774.2700,777.3600
2019-11-01,847.1100,795.1000
2019-11-08,837.9900,808.9300
2019-11-15,797.7800,834.8700
2019-11-22,765.4700,835.9800
2019-11-29,819.6300,825.5700
2019-12-06,850.2700,822.7200
2019-12-13,880.4400,836.5500
2019-12-20,904.8300,854.3700
2019-12-27,958.5700,878.8600
2020-01-03,1022.7200,897.5300
2020-01-10,1002.5800,927.0600
2020-01-17,990.6800,964.9500
2020-01-23,,965.3100
2020-01-24,981.1900,965.3100
2020-02-14,910.5800,936.6500
2020-02-21,887.7200,920.0500
2020-02-28,875.7600,905.4000
2020-03-06,871.1600,904.2400
2020-03-13,911.8500,898.4400
2020-03-20,898.0500,894.2300
2020-03-27,889.8000,897.6900
2020-04-03,890.3700,896.0900
2020-04-10,867.8200,886.2600
2020-04-17,829.2900,884.1900
2020-04-24,818.1600,870.3300
2020-04-30,,851.1000
2020-05-01,852.2700,851.1000
2020-05-08,855.0700,834.9000
2020-05-15,854.0800,834.2400
2020-05-22,847.6300,836.6400
2020-05-29,920.3800,839.2700
2020-06-05,925.5000,841.1800
2020-06-12,1015.3300,839.1900
2020-06-19,988.8200,842.6000
2020-06-24,,841.8300
2020-06-26,1001.3300,841.8300
2020-07-03,1055.1300,853.9000
2020-07-10,1033.5800,864.7200
2020-07-17,1035.6100,862.1100
2020-07-24,1022.0300,870.8300
2020-07-31,1103.4700,865.5300
2020-08-07,1107.3900,864.8600
2020-08-14,1167.9100,880.5300
2020-08-21,1183.7000,885.4600
2020-08-28,1263.2600,905.2300
2020-09-04,1320.8000,922.0000
2020-09-11,1355.0400,949.4800
2020-09-18,1409.5700,985.4400
2020-09-25,1421.7500,1007.4400
2020-09-30,1443.5400,1023.0200
2020-10-09,1438.2200,1050.3200
2020-10-16,1448.8700,1053.8000
2020-10-23,1469.0300,1054.3400
2020-10-30,1529.9900,1074.1900
2020-11-06,1664.5600,1110.7000
2020-11-13,1857.3300,1107.2800
2020-11-20,1938.3100,1145.6700
2020-11-27,2048.2700,1198.7200
2020-12-04,2129.2600,1323.8300
2020-12-11,2311.7100,1411.9800
2020-12-18,2411.8200,1488.7200
2020-12-25,2641.8700,1577.2000
2020-12-31,2783.0300,1658.5800
2021-01-08,2870.3400,1753.8500
2021-01-15,2885.0000,1863.8400
2021-01-22,2868.9500,1966.6400
2021-01-29,2861.6900,2040.1800
2021-02-05,2884.6100,2060.2600
2021-02-10,2825.7500,2061.5100
2021-02-19,2875.9300,2071.7100
2021-02-26,2775.2900,2059.5200
2021-03-05,2721.9400,1970.5800
2021-03-12,2637.5300,1912.1300
2021-03-19,2583.8700,1908.0900
2021-03-26,2570.6800,1863.6100
2021-04-02,2585.4200,1871.7800
2021-04-09,2652.1200,1858.0100
2021-04-16,2833.4200,1853.5300
2021-04-23,2979.7600,1903.5000
2021-04-30,3100.7400,1991.1600
2021-05-07,3095.1600,2074.3500
2021-05-14,3343.3400,2134.3700
2021-05-21,3432.5000,2216.6300
2021-05-28,3495.7600,2296.3600
2021-06-04,3613.0700,2373.7700
2021-06-11,3703.9300,2442.5700
2021-06-18,3748.3600,2526.6500
2021-06-25,3785.4000,2591.4100
2021-07-02,3905.1400,2653.3200
2021-07-09,3932.3500,2698.8300
2021-07-16,4054.4200,2771.5400
2021-07-23,4100.0000,2854.0200
2021-07-30,4196.2400,2930.0300
2021-08-06,4225.8600,3006.8200
2021-08-13,4281.5300,2978.4700
2021-08-20,4340.1800,3047.3200
2021-08-27,4385.6200,3079.0400
2021-09-03,4502.6500,3097.5800
2021-09-10,4568.1600,3157.6000
2021-09-17,4622.5100,3156.8600
2021-09-24,4643.7900,3235.2600
2021-09-30,4614.1000,3220.5500
2021-10-08,4647.6000,3271.7000
2021-10-15,4588.0700,3300.3400
2021-10-22,4583.3900,3315.2700
2021-10-29,4567.2800,3277.7100
2021-11-05,4535.9200,3284.9300
2021-11-12,4554.0400,3232.3700
2021-11-19,4555.2100,3245.5900
2021-11-26,4601.9700,3199.9800
2021-12-03,4727.0600,3199.0300
2021-12-10,4810.9800,3238.3500
2021-12-17,4894.6200,3245.2200
2021-12-24,4956.0200,3300.1900
2021-12-31,5046.6600,3344.2400
2022-01-07,5109.6000,3432.7900
2022-01-14,5094.3600,3489.9400
2022-01-21,5053.1200,3555.2400
2022-01-28,5010.3600,3565.3300
2022-02-11,4980.9300,3587.9100
2022-02-18,4946.0100,3500.1900
2022-02-25,4818.4700,3425.5800
2022-03-04,4746.9800,3388.5900
2022-03-11,4625.0600,3366.0100
2022-03-18,4540.3100,3301.1000
2022-03-25,4434.0700,3274.9000
2022-04-01,4348.7100,3204.8300
2022-04-08,4263.6600,3117.7500
2022-04-15,4228.6500,3128.4500
2022-04-22,4195.9800,3109.7800
2022-04-29,4177.3000,3096.8500
2022-05-06,4163.7400,3056.9800
2022-05-13,4147.8300,3088.0300
2022-05-20,4162.6900,3135.7800
2022-05-27,4175.3500,3190.9500
2022-06-02,4208.0100,3186.6500
2022-06-10,4233.3100,3229.5600
2022-06-17,4221.9600,3252.5000
2022-06-24,4216.1300,3244.7800
2022-07-01,4203.2700,3271.0700
2022-07-08,4143.8700,3232.1800
