Product,Timestamp,Dealnumber
小米9,2019-06-19,5311.0
小米9,2019-06-20,1713.0
小米9,2019-06-20,21000.0
小米9,2019-06-20,5393.0
小米9,2019-06-21,1679.0
小米9,2019-06-21,20000.0
小米9,2019-06-21,5269.0
小米9,2019-06-22,1664.0
小米9,2019-06-22,20000.0
小米9,2019-06-22,5105.0
小米9,2019-06-23,1661.0
小米9,2019-06-23,20000.0
小米9,2019-06-23,4952.0
小米9,2019-06-24,1638.0
小米9,2019-06-24,20000.0
小米9,2019-06-24,4816.0
小米9,2019-06-25,1614.0
小米9,2019-06-25,19000.0
小米9,2019-06-25,4665.0
小米9,2019-06-26,1593.0
小米9,2019-06-26,19000.0
小米9,2019-06-26,4510.0
小米9,2019-06-27,1562.0
小米9,2019-06-27,19000.0
小米9,2019-06-27,4342.0
小米9,2019-06-28,1552.0
小米9,2019-06-28,18000.0
小米9,2019-06-28,4246.0
小米9,2019-06-29,2052.0
小米9,2019-06-29,18400.0
小米9,2019-06-29,4159.0
小米9,2019-06-30,3125.0
小米9,2019-06-30,18800.0
小米9,2019-06-30,4152.0
小米9,2019-07-01,1535.0
小米9,2019-07-01,19000.0
小米9,2019-07-01,4158.0
小米9,2019-07-02,1478.0
小米9,2019-07-02,18000.0
小米9,2019-07-02,3935.0
小米9,2019-07-04,1427.0
小米9,2019-07-04,17000.0
小米9,2019-07-04,3749.0
小米9,2019-07-05,1409.0
小米9,2019-07-05,17000.0
小米9,2019-07-05,3635.0
小米9,2019-07-07,1397.0
小米9,2019-07-07,17000.0
小米9,2019-07-07,3604.0
小米9,2019-07-08,1395.0
小米9,2019-07-08,17000.0
小米9,2019-07-08,3613.0
小米9,2019-07-09,1391.0
小米9,2019-07-09,17000.0
小米9,2019-07-09,3529.0
小米9,2019-07-10,1366.0
小米9,2019-07-10,16000.0
小米9,2019-07-10,3408.0
小米9,2019-07-11,1349.0
小米9,2019-07-11,16000.0
小米9,2019-07-11,3423.0
小米9,2019-07-12,1352.0
小米9,2019-07-12,15000.0
小米9,2019-07-12,3398.0
小米9,2019-07-13,1327.0
小米9,2019-07-13,15000.0
小米9,2019-07-13,3411.0
小米9,2019-07-14,1317.0
小米9,2019-07-14,15000.0
小米9,2019-07-14,3483.0
小米9,2019-07-15,1303.0
小米9,2019-07-15,15000.0
小米9,2019-07-15,3530.0
小米9,2019-07-16,1259.0
小米9,2019-07-16,15000.0
小米9,2019-07-16,3636.0
小米9,2019-07-17,1091.0
小米9,2019-07-17,13000.0
小米9,2019-07-17,3315.0
小米9,2019-07-18,1006.0
小米9,2019-07-18,12000.0
小米9,2019-07-18,3244.0
小米9,2019-07-19,1044.0
小米9,2019-07-19,9973.0
小米9,2019-07-19,2124.0
小米9,2019-07-21,1069.0
小米9,2019-07-21,9372.0
小米9,2019-07-21,2131.0
小米9,2019-07-23,1064.0
小米9,2019-07-23,9415.0
小米9,2019-07-23,2325.0
小米9,2019-07-24,1073.0
小米9,2019-07-24,9354.0
小米9,2019-07-24,2418.0
小米9,2019-07-25,1068.0
小米9,2019-07-25,9253.0
小米9,2019-07-25,2500.0
小米9,2019-07-26,1068.0
小米9,2019-07-26,9244.0
小米9,2019-07-26,2563.0
小米9,2019-07-27,1067.0
小米9,2019-07-27,9220.0
小米9,2019-07-27,2674.0
小米9,2019-08-02,1026.0
小米9,2019-08-02,7998.0
小米9,2019-08-02,2887.0
小米9,2019-08-03,1044.0
小米9,2019-08-03,7977.0
小米9,2019-08-03,2928.0
小米9,2019-08-04,1059.0
小米9,2019-08-04,7904.0
小米9,2019-08-04,2978.0
小米9,2019-08-05,1067.0
小米9,2019-08-05,7731.0
小米9,2019-08-05,2957.0
小米9,2019-08-06,1067.0
小米9,2019-08-06,7549.0
小米9,2019-08-06,2896.0
小米9,2019-08-07,1055.0
小米9,2019-08-07,7954.0
小米9,2019-08-07,3164.0
小米9,2019-08-08,1039.0
小米9,2019-08-08,8437.0
小米9,2019-08-08,3294.0
小米9,2019-08-09,1031.0
小米9,2019-08-09,9232.0
小米9,2019-08-09,3562.0
小米9,2019-08-10,1007.0
小米9,2019-08-10,9672.0
小米9,2019-08-10,3617.0
小米9,2019-08-11,989.0
小米9,2019-08-11,9885.0
小米9,2019-08-11,3657.0
小米9,2019-08-12,1002.0
小米9,2019-08-12,10000.0
小米9,2019-08-12,3619.0
小米9,2019-08-14,994.0
小米9,2019-08-14,10000.0
小米9,2019-08-14,3486.0
小米9,2019-08-15,1010.0
